School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive,County,Need/Resource Category,Grade Organization
2011-2012,342500010189,JHS 189 DANIEL CARTER BEARD,New York City Geographic District #25,Public,814,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,QUEENS,New York City,Middle School
2011-2012,342500010194,JHS 194 WILLIAM CARR,New York City Geographic District #25,Public,1108,0,0,0,0,0,3,0,1,0,0,2,0,0,0,5,0,8,1,45,3,21,0,0,0,5,0,6,0,0,0,0,0,2,4,1,77,QUEENS,New York City,Middle School
2011-2012,342500011425,JOHN BOWNE HIGH SCHOOL,New York City Geographic District #25,Public,3648,0,0,0,0,0,2,0,5,0,0,1,0,0,0,4,0,1,0,35,1,7,0,0,0,3,0,13,0,0,0,0,3,6,8,5,66,QUEENS,New York City,Senior High
2011-2012,342500011792,NORTH QUEENS COMMUNITY HIGH SCHOOL,New York City Geographic District #25,Public,197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Senior High
2011-2012,342500010107,PS 107 THOMAS A DOOLEY,New York City Geographic District #25,Public,934,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010120,PS 120,New York City Geographic District #25,Public,873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,QUEENS,New York City,Elementary
2011-2012,342500010129,PS 129 PATRICIA LARKIN,New York City Geographic District #25,Public,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010130,PS 130,New York City Geographic District #25,Public,341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010154,PS 154,New York City Geographic District #25,Public,656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010163,PS 163 FLUSHING HEIGHTS,New York City Geographic District #25,Public,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010164,PS 164 QUEENS VALLEY,New York City Geographic District #25,Public,625,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,QUEENS,New York City,Elementary
2011-2012,342500010165,PS 165 EDITH K BERGTRAUM,New York City Geographic District #25,Public,647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,QUEENS,New York City,Elementary
2011-2012,342500010169,PS 169 BAY TERRACE,New York City Geographic District #25,Public,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342500010184,PS 184 FLUSHING MANOR,New York City Geographic District #25,Public,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010193,PS 193 ALFRED J KENNEDY,New York City Geographic District #25,Public,453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,QUEENS,New York City,Elementary
2011-2012,342500010020,PS 20 JOHN BOWNE,New York City Geographic District #25,Public,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010201,PS 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,New York City Geographic District #25,Public,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,QUEENS,New York City,Elementary
2011-2012,342500010209,PS 209 CLEARVIEW GARDENS,New York City Geographic District #25,Public,672,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010021,PS 21 EDWARD HART,New York City Geographic District #25,Public,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,QUEENS,New York City,Elementary
2011-2012,342500010214,PS 214 CADWALLADER COLDEN,New York City Geographic District #25,Public,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010219,PS 219 PAUL KLAPPER,New York City Geographic District #25,Public,624,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,5,3,0,5,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,QUEENS,New York City,Elementary
2011-2012,342500010022,PS 22 THOMAS JEFFERSON,New York City Geographic District #25,Public,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010024,PS 24 ANDREW JACKSON,New York City Geographic District #25,Public,843,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010242,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL,New York City Geographic District #25,Public,394,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342500010029,PS 29,New York City Geographic District #25,Public,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010032,PS 32 STATE STREET,New York City Geographic District #25,Public,887,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010079,PS 79 FRANCIS LEWIS,New York City Geographic District #25,Public,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342500010200,PS/MS 200 THE POMONOK SCHOOL AND STAR ACADEMY,New York City Geographic District #25,Public,495,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,4,3,25,0,8,0,0,0,2,0,1,0,1,0,0,0,1,2,0,5,QUEENS,New York City,Elementary
2011-2012,342500011540,QUEENS ACADEMY HIGH SCHOOL,New York City Geographic District #25,Public,408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,3,2,2,1,18,QUEENS,New York City,Senior High
2011-2012,342500011499,"QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE & TECHNOLOGY",New York City Geographic District #25,Public,480,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342500011252,QUEENS SCHOOL OF INQUIRY (THE),New York City Geographic District #25,Public,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,QUEENS,New York City,Junior Senior School
2011-2012,342500011670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,New York City Geographic District #25,Public,721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,QUEENS,New York City,Senior High
2011-2012,342500011525,TOWNSEND HARRIS HIGH SCHOOL,New York City Geographic District #25,Public,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,QUEENS,New York City,Senior High
2011-2012,342500011285,WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL,New York City Geographic District #25,Public,595,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,16,0,7,0,0,0,3,0,1,0,0,0,0,0,1,2,1,16,QUEENS,New York City,Junior Senior School
2011-2012,342600011495,BAYSIDE HIGH SCHOOL,New York City Geographic District #26,Public,3320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,21,1,10,0,0,0,2,0,2,0,1,0,0,0,0,4,2,31,QUEENS,New York City,Senior High
2011-2012,342600011415,BENJAMIN N CARDOZO HIGH SCHOOL,New York City Geographic District #26,Public,3912,0,0,0,0,0,1,0,3,0,0,1,0,0,0,4,0,1,1,48,1,10,0,0,0,4,0,12,0,1,0,0,0,2,4,3,86,QUEENS,New York City,Senior High
2011-2012,342600011430,FRANCIS LEWIS HIGH SCHOOL,New York City Geographic District #26,Public,4154,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,19,0,8,0,0,0,3,0,4,0,0,0,0,0,2,5,2,15,QUEENS,New York City,Senior High
2011-2012,342600010172,IRWIN ALTMAN MIDDLE SCHOOL 172,New York City Geographic District #26,Public,975,0,0,0,0,0,12,0,0,0,0,0,0,0,1,7,1,0,0,28,1,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,11,QUEENS,New York City,Middle School
2011-2012,342600010216,JHS 216 GEORGE J RYAN,New York City Geographic District #26,Public,1258,0,0,0,0,0,6,0,1,0,2,0,0,0,0,0,1,0,1,45,1,7,0,0,0,0,0,4,0,0,0,0,0,3,1,0,13,QUEENS,New York City,Middle School
2011-2012,342600010067,JHS 67 LOUIS PASTEUR,New York City Geographic District #26,Public,908,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,QUEENS,New York City,Middle School
2011-2012,342600010074,JHS 74 NATHANIEL HAWTHORNE,New York City Geographic District #26,Public,946,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,3,4,QUEENS,New York City,Middle School
2011-2012,342600011435,MARTIN VAN BUREN HIGH SCHOOL,New York City Geographic District #26,Public,2367,0,0,0,0,0,0,0,2,0,1,0,0,0,0,9,0,0,0,37,1,2,0,0,0,6,0,0,1,0,0,0,1,10,2,0,81,QUEENS,New York City,Junior Senior School
2011-2012,342600010158,MS 158 MARIE CURIE,New York City Geographic District #26,Public,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,12,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,QUEENS,New York City,Middle School
2011-2012,342600010115,PS 115 GLEN OAKS,New York City Geographic District #26,Public,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010133,PS 133,New York City Geographic District #26,Public,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010159,PS 159,New York City Geographic District #26,Public,535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,QUEENS,New York City,Elementary
2011-2012,342600010162,PS 162 JOHN GOLDEN,New York City Geographic District #26,Public,681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010173,PS 173 FRESH MEADOW,New York City Geographic District #26,Public,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010018,PS 18 WINCHESTER,New York City Geographic District #26,Public,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010186,PS 186 CASTLEWOOD,New York City Geographic District #26,Public,369,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010188,PS 188 KINGSBURY,New York City Geographic District #26,Public,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010191,PS 191 MAYFLOWER,New York City Geographic District #26,Public,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342600010203,PS 203 OAKLAND GARDENS,New York City Geographic District #26,Public,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010205,PS 205 ALEXANDER GRAHAM BELL,New York City Geographic District #26,Public,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010213,PS 213 THE CARL ULLMAN SCHOOL,New York City Geographic District #26,Public,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,QUEENS,New York City,Elementary
2011-2012,342600010221,PS 221 THE NORTH HILLS SCHOOL,New York City Geographic District #26,Public,619,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010026,PS 26 RUFUS KING,New York City Geographic District #26,Public,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010031,PS 31 BAYSIDE,New York City Geographic District #26,Public,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010041,PS 41 CROCHERON,New York City Geographic District #26,Public,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010046,PS 46 ALLEY POND,New York City Geographic District #26,Public,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010094,PS 94 DAVID D PORTER,New York City Geographic District #26,Public,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010098,PS 98 THE DOUGLASTON SCHOOL,New York City Geographic District #26,Public,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342600010178,PS/IS 178 HOLLISWOOD,New York City Geographic District #26,Public,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,QUEENS,New York City,Elementary
2011-2012,342600010266,PS/IS 266,New York City Geographic District #26,Public,697,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,18,1,5,0,0,0,2,0,1,0,0,0,0,0,1,0,0,6,QUEENS,New York City,Elementary
2011-2012,342700010123,PS 123,New York City Geographic District #27,Public,681,0,0,0,0,0,2,0,0,0,1,0,0,0,2,12,0,2,2,9,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,QUEENS,New York City,Elementary
2011-2012,342600011566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES",New York City Geographic District #26,Public,1197,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,2,0,46,0,11,0,0,0,4,0,7,0,0,0,0,0,4,5,9,81,QUEENS,New York City,Senior High
2011-2012,342700011309,ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,New York City Geographic District #27,Public,526,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,QUEENS,New York City,Junior Senior School
2011-2012,342700011400,AUGUST MARTIN HIGH SCHOOL,New York City Geographic District #27,Public,1024,0,0,0,0,0,2,0,1,0,0,1,0,0,2,6,2,2,0,41,1,18,0,0,0,5,0,1,0,1,0,0,13,2,1,0,72,QUEENS,New York City,Senior High
2011-2012,342700011410,BEACH CHANNEL HIGH SCHOOL,New York City Geographic District #27,Public,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,16,0,3,0,0,0,8,0,1,0,0,0,0,6,1,5,1,3,QUEENS,New York City,Senior High
2011-2012,342700011262,CHANNEL VIEW SCHOOL FOR RESEARCH,New York City Geographic District #27,Public,636,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,1,12,QUEENS,New York City,Junior Senior School
2011-2012,342700011260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,New York City Geographic District #27,Public,448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,15,0,2,0,0,0,3,0,1,0,0,0,0,5,0,0,0,15,QUEENS,New York City,Senior High
2011-2012,342700010333,GOLDIE MAPLE ACADEMY,New York City Geographic District #27,Public,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,QUEENS,New York City,Elementary
2011-2012,342700011650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",New York City Geographic District #27,Public,923,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,8,0,3,0,0,0,1,0,2,0,0,0,0,1,0,1,1,5,QUEENS,New York City,Senior High
2011-2012,342700010202,JHS 202 ROBERT H GODDARD,New York City Geographic District #27,Public,1112,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,5,0,10,0,0,1,2,0,2,0,0,0,0,0,8,2,1,9,QUEENS,New York City,Middle School
2011-2012,342700010210,JHS 210 ELIZABETH BLACKWELL,New York City Geographic District #27,Public,2072,0,0,0,0,0,10,0,1,0,0,1,0,0,4,6,1,5,4,35,3,16,0,0,0,2,0,1,0,0,0,0,1,5,5,3,15,QUEENS,New York City,Middle School
2011-2012,342700010226,JHS 226 VIRGIL I GRISSON,New York City Geographic District #27,Public,1329,0,0,0,0,0,4,0,2,0,1,1,0,0,1,3,0,1,2,9,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,QUEENS,New York City,Middle School
2011-2012,342700011480,JOHN ADAMS HIGH SCHOOL,New York City Geographic District #27,Public,3325,0,0,0,0,0,0,0,0,0,6,0,0,0,4,14,0,1,1,89,0,21,0,0,0,9,0,4,0,1,0,0,21,5,12,8,95,QUEENS,New York City,Senior High
2011-2012,342700010282,KAPPA VI,New York City Geographic District #27,Public,264,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,QUEENS,New York City,Middle School
2011-2012,342700010137,MS 137 AMERICA'S SCHOOL OF HEROES,New York City Geographic District #27,Public,2000,0,0,0,0,0,4,0,1,0,3,1,0,0,0,6,1,10,3,106,3,16,0,0,0,8,0,5,0,1,0,0,0,15,2,7,24,QUEENS,New York City,Middle School
2011-2012,342700010053,MS 53 BRIAN PICCOLO,New York City Geographic District #27,Public,445,0,0,0,0,0,4,0,0,0,1,1,0,0,2,7,0,0,4,19,4,5,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,QUEENS,New York City,Middle School
2011-2012,342700010306,NEW YORK CITY ACADEMY FOR DISCOVERY,New York City Geographic District #27,Public,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010100,PS 100 GLEN MORRIS,New York City Geographic District #27,Public,989,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010104,PS 104 THE BAYS WATER,New York City Geographic District #27,Public,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,QUEENS,New York City,Elementary
2011-2012,342700010105,PS 105 THE BAY SCHOOL,New York City Geographic District #27,Public,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,109,2,19,0,0,0,5,0,2,0,0,0,0,0,7,0,0,56,QUEENS,New York City,Elementary
2011-2012,342700010106,PS 106,New York City Geographic District #27,Public,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342700010108,PS 108 CAPT VINCENT G FOWLER,New York City Geographic District #27,Public,1408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,24,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,QUEENS,New York City,Elementary
2011-2012,342700010124,PS 124 OSMOND A CHURCH,New York City Geographic District #27,Public,1227,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,1,0,12,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9,QUEENS,New York City,Elementary
2011-2012,342700010146,PS 146 HOWARD BEACH,New York City Geographic District #27,Public,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010155,PS 155,New York City Geographic District #27,Public,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010183,PS 183 DR RICHARD R GREEN,New York City Geographic District #27,Public,635,0,0,0,0,0,2,0,0,0,1,0,0,0,0,15,0,3,3,44,4,4,0,0,0,1,0,1,0,0,0,0,0,2,2,0,7,QUEENS,New York City,Elementary
2011-2012,342700010197,PS 197 THE OCEAN SCHOOL,New York City Geographic District #27,Public,513,0,0,0,0,0,5,0,0,0,1,1,0,0,1,3,0,3,3,63,0,10,0,0,0,6,0,0,0,0,0,0,0,2,1,0,25,QUEENS,New York City,Elementary
2011-2012,342700010207,PS 207 ROCKWOOD PARK,New York City Geographic District #27,Public,801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010215,PS 215 LUCRETIA MOTT,New York City Geographic District #27,Public,680,0,0,0,0,0,3,0,0,0,1,0,0,0,1,11,0,1,4,31,2,5,0,0,0,0,0,1,0,0,0,0,0,5,0,0,13,QUEENS,New York City,Elementary
2011-2012,342700010223,PS 223 LYNDON B JOHNSON,New York City Geographic District #27,Public,725,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010232,PS 232 LINDENWOOD,New York City Geographic District #27,Public,1063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,3,1,1,4,QUEENS,New York City,Elementary
2011-2012,342700010253,PS 253,New York City Geographic District #27,Public,491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342700010254,PS 254 THE ROSA PARKS SCHOOL,New York City Geographic District #27,Public,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010273,PS 273,New York City Geographic District #27,Public,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010043,PS 43,New York City Geographic District #27,Public,1247,0,0,0,0,0,4,0,0,0,0,1,0,0,2,5,0,0,3,23,2,5,0,0,0,2,0,1,0,0,0,0,0,3,0,0,2,QUEENS,New York City,Elementary
2011-2012,342700010045,PS 45 CLARENCE WITHERSPOON,New York City Geographic District #27,Public,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,QUEENS,New York City,Elementary
