School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive,County,Need/Resource Category,Grade Organization
2013-2014,332000010971,"School Of Math, Science And Healthy Living (the)",New York City Geographic District #20,Public,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kings,New York City,Elementary
2013-2014,332000010180,Seeall Academy (the),New York City Geographic District #20,Public,1150,0,0,0,0,0,5,0,0,0,2,0,0,0,1,5,0,2,1,30,0,5,0,0,0,1,0,3,0,0,0,0,0,3,0,0,3,Kings,New York City,Elementary
2013-2014,332000011609,Urban Assembly School For Criminal Justice,New York City Geographic District #20,Public,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,0,12,0,0,0,1,0,3,0,0,0,0,0,1,2,0,40,Kings,New York City,Junior-Senior High
2013-2014,332100011410,Abraham Lincoln High School,New York City Geographic District #21,Public,2281,0,0,0,0,0,3,0,0,0,1,1,0,0,0,9,0,0,1,43,0,25,0,0,0,4,0,5,6,0,0,0,7,2,4,0,42,Kings,New York City,Senior High
2013-2014,332100011690,Brooklyn Studio Secondary School,New York City Geographic District #21,Public,897,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,21,0,10,0,0,0,12,0,2,2,0,0,0,0,2,2,1,17,Kings,New York City,Junior-Senior High
2013-2014,332100011525,Edward R Murrow High School,New York City Geographic District #21,Public,4013,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,0,1,0,46,0,7,0,0,0,6,0,8,1,0,0,0,0,14,13,7,68,Kings,New York City,Senior High
2013-2014,332100011572,Expeditionary Learning School For Community Leaders,New York City Geographic District #21,Public,272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,11,Kings,New York City,Senior High
2013-2014,332100011348,High School Of Sports Management,New York City Geographic District #21,Public,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,15,0,15,0,0,0,1,0,1,0,1,0,0,1,0,4,0,14,Kings,New York City,Senior High
2013-2014,332100011337,International High School At Lafayette,New York City Geographic District #21,Public,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,Kings,New York City,Senior High
2013-2014,332100010228,Is 228 David A Boody,New York City Geographic District #21,Public,1041,0,0,0,0,0,5,0,0,0,0,0,0,0,2,9,1,2,0,49,2,13,0,0,0,0,0,2,0,0,0,0,0,2,2,0,8,Kings,New York City,Middle
2013-2014,332100010281,Is 281 Joseph B Cavallaro,New York City Geographic District #21,Public,1177,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9,0,8,0,0,0,3,0,2,1,0,0,0,0,3,1,1,2,Kings,New York City,Middle
2013-2014,332100010303,Is 303 Herbert S Eisenberg,New York City Geographic District #21,Public,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,0,0,0,0,0,0,0,1,0,0,1,4,0,1,4,Kings,New York City,Middle
2013-2014,332100010096,Is 96 Seth Low,New York City Geographic District #21,Public,701,0,0,0,0,0,6,0,1,0,0,2,0,0,6,8,0,0,1,13,1,16,0,0,0,0,0,3,0,0,0,0,0,3,1,0,7,Kings,New York City,Middle
2013-2014,332100010098,Is 98 Bay Academy,New York City Geographic District #21,Public,1364,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,Kings,New York City,Middle
2013-2014,332100011540,John Dewey High School,New York City Geographic District #21,Public,1849,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,7,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,Kings,New York City,Senior High
2013-2014,332100011468,Kingsborough Early College School,New York City Geographic District #21,Public,554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,20,0,9,0,0,0,3,0,2,0,0,0,0,0,0,2,0,19,Kings,New York City,Junior-Senior High
2013-2014,332100011728,Liberation Diploma Plus,New York City Geographic District #21,Public,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,Kings,New York City,Senior High
2013-2014,332100011559,Life Academy High School For Film And Music,New York City Geographic District #21,Public,263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,9,0,0,0,2,0,0,0,0,0,0,1,0,1,3,9,Kings,New York City,Senior High
2013-2014,332100010239,Mark Twain Is 239 For The Gifted And Talented,New York City Geographic District #21,Public,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,5,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Kings,New York City,Middle
2013-2014,332100010100,Ps 100 The Coney Island School,New York City Geographic District #21,Public,724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kings,New York City,Elementary
2013-2014,332100010101,Ps 101 The Verrazano,New York City Geographic District #21,Public,881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings,New York City,Elementary
2013-2014,332100010121,Ps 121 Nelson A Rockefeller,New York City Geographic District #21,Public,373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings,New York City,Elementary
2013-2014,332100010128,Ps 128 Bensonhurst,New York City Geographic District #21,Public,411,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Kings,New York City,Elementary
