Part E - Locally Implemented Funding Formula,,,,,,,,,,,,,,
Are schools allocated a sizeable portion of their funding via a locally implemented formula?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
331800011566,Brooklyn Community High School for Excellence and Equity,18K566,"$2,266,280","$2,266,280",$0,100.00%,"$338,081","$694,995","$3,299,356","$3,299,356",$0,"$5,271,714",62.59%,"$1,972,358"
331800011567,Brooklyn Theatre Arts High School,18K567,"$1,957,033","$1,957,033",$0,100.00%,"$338,081","$610,934","$2,906,048","$2,906,048",$0,"$5,163,601",56.28%,"$2,257,552"
331800011569,Kurt Hahn Expeditionary Learning School,18K569,"$2,169,265","$2,169,265",$0,100.00%,"$338,081","$678,259","$3,185,605","$3,185,605",$0,"$5,059,135",62.97%,"$1,873,529"
331800011576,Victory Collegiate High School,18K576,"$1,845,443","$1,845,443",$0,100.00%,"$338,081","$627,224","$2,810,748","$2,810,748",$0,"$4,160,159",67.56%,"$1,349,412"
331800011578,Brooklyn Bridge Academy,18K578,"$1,427,716","$1,427,716",$0,100.00%,"$338,081","$460,643","$2,226,440","$2,226,440",$0,"$3,314,628",67.17%,"$1,088,187"
331800010581,"The Middle School of Media, Law and Fine Arts",18K581,"$1,651,507","$1,651,507",$0,100.00%,"$338,081","$500,268","$2,489,856","$2,489,856",$0,"$4,113,357",60.53%,"$1,623,502"
331800010588,Middle School for Art and Philosophy,18K588,"$2,231,522","$2,231,522",$0,100.00%,"$338,081","$681,930","$3,251,532","$3,251,532",$0,"$4,796,727",67.79%,"$1,545,195"
331800011617,High School for Innovation in Advertising and Media,18K617,"$3,250,678","$3,250,678",$0,100.00%,"$338,081","$1,000,441","$4,589,200","$4,589,200",$0,"$5,880,320",78.04%,"$1,291,121"
331800011629,Cultural Academy for the Arts and Sciences,18K629,"$1,770,588","$1,770,588",$0,100.00%,"$338,081","$620,751","$2,729,420","$2,729,420",$0,"$5,317,705",51.33%,"$2,588,285"
331800011633,High School for Medical Professions,18K633,"$3,964,815","$3,964,815",$0,100.00%,"$338,081","$1,073,714","$5,376,610","$5,376,610",$0,"$7,352,421",73.13%,"$1,975,811"
331800011635,Olympus Academy,18K635,"$1,914,871","$1,914,871",$0,100.00%,"$338,081","$511,593","$2,764,544","$2,764,544",$0,"$4,341,462",63.68%,"$1,576,918"
331800011637,Academy for Conservation and the Environment,18K637,"$3,747,003","$3,747,003",$0,100.00%,"$338,081","$1,029,690","$5,114,774","$5,114,774",$0,"$6,754,072",75.73%,"$1,639,298"
331800011642,Urban Action Academy,18K642,"$1,347,223","$1,347,223",$0,100.00%,"$338,081","$340,072","$2,025,376","$2,025,376",$0,"$3,516,722",57.59%,"$1,491,347"
331800011673,East Brooklyn Community High School,18K673,"$1,896,026","$1,896,026",$0,100.00%,"$338,081","$507,829","$2,741,936","$2,741,936",$0,"$4,603,169",59.57%,"$1,861,233"
331800010763,Brooklyn Science and Engineering Academy,18K763,"$3,416,135","$3,416,135",$0,100.00%,"$338,081","$859,430","$4,613,646","$4,613,646",$0,"$7,841,474",58.84%,"$3,227,828"
331900010007,P.S. 007 Abraham Lincoln,19K007,"$5,295,161","$5,295,161",$0,100.00%,"$338,081","$1,483,382","$7,116,624","$7,116,624",$0,"$12,430,198",57.25%,"$5,313,574"
331900010013,P.S. 013 Roberto Clemente,19K013,"$2,721,322","$2,721,322",$0,100.00%,"$338,081","$785,192","$3,844,594","$3,844,594",$0,"$9,492,005",40.50%,"$5,647,411"
331900010065,P.S. 065,19K065,"$3,625,093","$3,625,093",$0,100.00%,"$338,081","$967,377","$4,930,550","$4,930,550",$0,"$8,758,089",56.30%,"$3,827,539"
331900010089,P.S. 089 Cypress Hills,19K089,"$4,497,969","$4,497,969",$0,100.00%,"$338,081","$1,260,057","$6,096,107","$6,096,107",$0,"$9,954,341",61.24%,"$3,858,235"
331900010108,P.S. 108 Sal Abbracciamento,19K108,"$6,024,391","$6,024,391",$0,100.00%,"$338,081","$1,687,667","$8,050,139","$8,050,139",$0,"$14,790,473",54.43%,"$6,740,333"
331900010149,P.S. 149 Danny Kaye,19K149,"$3,803,987","$3,803,987",$0,100.00%,"$338,081","$1,065,267","$5,207,334","$5,207,334",$0,"$10,455,314",49.81%,"$5,247,979"
331900010158,P.S. 158 Warwick,19K158,"$2,614,437","$2,614,437",$0,100.00%,"$338,081","$858,579","$3,811,097","$3,811,097",$0,"$8,639,738",44.11%,"$4,828,641"
331900010159,P.S. 159 Isaac Pitkin,19K159,"$5,037,637","$5,037,637",$0,100.00%,"$338,081","$1,451,431","$6,827,149","$6,827,149",$0,"$11,392,783",59.93%,"$4,565,634"
331900010171,I.S. 171 Abraham Lincoln,19K171,"$2,997,062","$2,997,062",$0,100.00%,"$338,081","$905,757","$4,240,900","$4,240,900",$0,"$7,071,447",59.97%,"$2,830,547"
331900010190,P.S. 190 Sheffield,19K190,"$951,454","$951,454",$0,100.00%,"$338,081","$378,931","$1,668,466","$1,668,466",$0,"$3,694,961",45.16%,"$2,026,495"
331900010202,P.S. 202 Ernest S. Jenkyns,19K202,"$1,799,461","$1,799,461",$0,100.00%,"$338,081","$551,748","$2,689,289","$2,689,289",$0,"$6,284,508",42.79%,"$3,595,219"
331900010213,P.S. 213 New Lots,19K213,"$1,805,936","$1,805,936",$0,100.00%,"$338,081","$537,520","$2,681,536","$2,681,536",$0,"$6,225,720",43.07%,"$3,544,183"
331900010214,P.S. 214 Michael Friedsam,19K214,"$5,751,686","$5,751,686",$0,100.00%,"$338,081","$1,682,022","$7,771,789","$7,771,789",$0,"$14,586,140",53.28%,"$6,814,351"
331900010218,J.H.S. 218 James P. Sinnott,19K218,"$3,600,696","$3,600,696",$0,100.00%,"$338,081","$941,135","$4,879,912","$4,879,912",$0,"$7,620,154",64.04%,"$2,740,242"
331900010224,P.S. 224 Hale A. Woodruff,19K224,"$2,037,252","$2,037,252",$0,100.00%,"$338,081","$547,963","$2,923,295","$2,923,295",$0,"$8,169,482",35.78%,"$5,246,186"
331900010273,P.S. 273 Wortman,19K273,"$2,099,633","$2,099,633",$0,100.00%,"$338,081","$648,033","$3,085,748","$3,085,748",$0,"$7,459,907",41.36%,"$4,374,160"
331900010290,P.S. 290 Juan Morel Campos,19K290,"$3,125,822","$3,125,822",$0,100.00%,"$338,081","$879,140","$4,343,044","$4,343,044",$0,"$7,608,700",57.08%,"$3,265,656"
331900010292,J.H.S. 292 Margaret S. Douglas,19K292,"$4,042,587","$4,042,587",$0,100.00%,"$338,081","$1,137,494","$5,518,162","$5,518,162",$0,"$9,505,392",58.05%,"$3,987,230"
331900010306,P.S. 306 Ethan Allen,19K306,"$1,826,000","$1,826,000",$0,100.00%,"$338,081","$545,440","$2,709,521","$2,709,521",$0,"$7,663,607",35.36%,"$4,954,087"
331900010325,The Fresh Creek School,19K325,"$1,164,320","$1,164,320",$0,100.00%,"$338,081","$326,171","$1,828,573","$1,828,573",$0,"$4,034,067",45.33%,"$2,205,494"
331900010328,P.S. 328 Phyllis Wheatley,19K328,"$1,934,276","$1,934,276",$0,100.00%,"$338,081","$537,194","$2,809,551","$2,809,551",$0,"$7,221,216",38.91%,"$4,411,665"
331900010345,P.S. 345 Patrolman Robert Bolden,19K345,"$3,840,710","$3,840,710",$0,100.00%,"$338,081","$1,097,979","$5,276,771","$5,276,771",$0,"$9,745,956",54.14%,"$4,469,185"
331900010346,P.S. 346 Abe Stark,19K346,"$3,006,816","$3,006,816",$0,100.00%,"$338,081","$842,327","$4,187,224","$4,187,224",$0,"$11,645,320",35.96%,"$7,458,096"
331900010364,I.S. 364 Gateway,19K364,"$2,246,747","$2,246,747",$0,100.00%,"$338,081","$779,314","$3,364,141","$3,364,141",$0,"$5,207,596",64.60%,"$1,843,455"
331900011404,Academy for Young Writers,19K404,"$5,275,976","$5,275,976",$0,100.00%,"$338,081","$1,530,793","$7,144,850","$7,144,850",$0,"$10,238,330",69.79%,"$3,093,479"
331900011409,East New York Family Academy,19K409,"$6,822,856","$6,822,856",$0,100.00%,"$338,081","$2,019,726","$9,180,663","$9,180,663",$0,"$11,646,650",78.83%,"$2,465,987"
331900011422,Spring Creek Community School,19K422,"$4,684,925","$4,684,925",$0,100.00%,"$338,081","$1,312,431","$6,335,437","$6,335,437",$0,"$9,342,782",67.81%,"$3,007,346"
331900010452,Frederick Douglass Academy VIII Middle School,19K452,"$1,996,340","$1,996,340",$0,100.00%,"$338,081","$662,782","$2,997,203","$2,997,203",$0,"$5,197,820",57.66%,"$2,200,617"
331900011502,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,19K502,"$2,965,127","$2,965,127",$0,100.00%,"$338,081","$571,619","$3,874,828","$3,874,828",$0,"$6,289,489",61.61%,"$2,414,662"
331900011504,High School for Civil Rights,19K504,"$1,572,260","$1,572,260",$0,100.00%,"$338,081","$453,922","$2,364,263","$2,364,263",$0,"$4,876,439",48.48%,"$2,512,176"
331900011507,Performing Arts and Technology High School,19K507,"$3,072,280","$3,072,280",$0,100.00%,"$338,081","$889,789","$4,300,150","$4,300,150",$0,"$5,812,393",73.98%,"$1,512,243"
331900011510,World Academy for Total Community Health High School,19K510,"$1,461,640","$1,461,640",$0,100.00%,"$338,081","$450,897","$2,250,619","$2,250,619",$0,"$3,756,377",59.91%,"$1,505,759"
331900010557,Brooklyn Gardens Elementary School,19K557,"$2,180,637","$2,180,637",$0,100.00%,"$338,081","$712,856","$3,231,574","$3,231,574",$0,"$6,539,499",49.42%,"$3,307,926"
331900011583,Multicultural High School,19K583,"$4,230,087","$4,230,087",$0,100.00%,"$338,081","$908,019","$5,476,187","$5,476,187",$0,"$6,927,409",79.05%,"$1,451,222"
331900011615,Transit Tech Career and Technical Education High School,19K615,"$10,442,281","$10,442,281",$0,100.00%,"$338,081","$2,751,406","$13,531,767","$13,531,767",$0,"$18,347,786",73.75%,"$4,816,018"
331900011618,Academy of Innovative Technology,19K618,"$3,868,566","$3,868,566",$0,100.00%,"$338,081","$1,083,736","$5,290,384","$5,290,384",$0,"$7,641,768",69.23%,"$2,351,385"
331900011639,Brooklyn Lab School,19K639,"$3,409,055","$3,409,055",$0,100.00%,"$338,081","$1,078,108","$4,825,244","$4,825,244",$0,"$7,058,209",68.36%,"$2,232,965"
331900010654,Van Siclen Community Middle School,19K654,"$2,451,025","$2,451,025",$0,100.00%,"$338,081","$561,557","$3,350,662","$3,350,662",$0,"$4,806,722",69.71%,"$1,456,060"
331900011659,Cypress Hills Collegiate Preparatory School,19K659,"$4,112,196","$4,112,196",$0,100.00%,"$338,081","$1,024,246","$5,474,523","$5,474,523",$0,"$7,366,037",74.32%,"$1,891,513"
331900011660,W. H. Maxwell Career and Technical Education High School,19K660,"$5,920,661","$5,920,661",$0,100.00%,"$338,081","$1,495,161","$7,753,903","$7,753,903",$0,"$11,919,962",65.05%,"$4,166,059"
331900010661,Vista Academy,19K661,"$4,358,239","$4,358,239",$0,100.00%,"$338,081","$1,058,821","$5,755,141","$5,755,141",$0,"$7,937,461",72.51%,"$2,182,320"
331900010662,Liberty Avenue Middle School,19K662,"$5,281,790","$5,281,790",$0,100.00%,"$338,081","$1,421,078","$7,040,949","$7,040,949",$0,"$9,357,647",75.24%,"$2,316,698"
331900010663,School of the Future Brooklyn,19K663,"$1,407,788","$1,407,788",$0,100.00%,"$338,081","$453,461","$2,199,330","$2,199,330",$0,"$3,599,296",61.10%,"$1,399,966"
331900010677,East New York Elementary School of Excellence,19K677,"$3,352,987","$3,352,987",$0,100.00%,"$338,081","$968,041","$4,659,109","$4,659,109",$0,"$8,587,502",54.25%,"$3,928,393"
331900010678,East New York Middle School of Excellence,19K678,"$2,860,500","$2,860,500",$0,100.00%,"$338,081","$851,307","$4,049,887","$4,049,887",$0,"$5,839,631",69.35%,"$1,789,744"
331900011683,School for Classics High School,19K683,"$2,833,270","$2,833,270",$0,100.00%,"$338,081","$862,883","$4,034,234","$4,034,234",$0,"$5,270,747",76.54%,"$1,236,513"
331900010760,Highland Park Community School,19K760,"$2,369,123","$2,369,123",$0,100.00%,"$338,081","$663,684","$3,370,888","$3,370,888",$0,"$4,810,444",70.07%,"$1,439,556"
331900011764,The Urban Assembly School for Collaborative Healthcare,19K764,"$3,742,899","$3,742,899",$0,100.00%,"$338,081","$1,028,079","$5,109,059","$5,109,059",$0,"$5,960,640",85.71%,"$851,581"
331900010907,Legacy School of the Arts,19K907,"$1,866,115","$1,866,115",$0,100.00%,"$338,081","$562,784","$2,766,980","$2,766,980",$0,"$3,914,543",70.68%,"$1,147,563"
331900010935,M.S. 935,19K935,"$2,043,726","$2,043,726",$0,100.00%,"$338,081","$608,533","$2,990,340","$2,990,340",$0,"$3,481,237",85.90%,"$490,897"
331900010938,P.S. 938,19K938,"$827,590","$827,590",$0,100.00%,"$338,081","$291,658","$1,457,330","$1,457,330",$0,"$2,284,238",63.80%,"$826,909"
331900011953,The East New York Arts and Civics High School,19K953,"$1,814,759","$1,814,759",$0,100.00%,"$338,081","$492,657","$2,645,497","$2,645,497",$0,"$3,455,939",76.55%,"$810,442"
332000010030,P.S./I.S. 30 Mary White Ovington,20K030,"$8,848,642","$8,848,642",$0,100.00%,"$338,081","$2,613,673","$11,800,396","$11,800,396",$0,"$16,824,566",70.14%,"$5,024,169"
332000010048,P.S. 048 Mapleton,20K048,"$4,636,439","$4,636,439",$0,100.00%,"$338,081","$1,352,979","$6,327,499","$6,327,499",$0,"$9,952,969",63.57%,"$3,625,470"
332000010062,J.H.S. 062 Ditmas,20K062,"$8,486,049","$8,486,049",$0,100.00%,"$338,081","$2,377,274","$11,201,404","$11,201,404",$0,"$16,157,627",69.33%,"$4,956,223"
332000010069,P.S. 69 Vincent D. Grippo School,20K069,"$5,850,489","$5,850,489",$0,100.00%,"$338,081","$1,740,241","$7,928,811","$7,928,811",$0,"$12,052,111",65.79%,"$4,123,300"
332000010102,P.S. 102 The Bayview,20K102,"$9,365,607","$9,365,607",$0,100.00%,"$338,081","$2,705,562","$12,409,250","$12,409,250",$0,"$19,274,047",64.38%,"$6,864,797"
332000010104,P.S./I.S. 104 The Fort Hamilton School,20K104,"$8,900,506","$8,900,506",$0,100.00%,"$338,081","$2,493,380","$11,731,967","$11,731,967",$0,"$15,826,828",74.13%,"$4,094,861"
332000010105,P.S. 105 The Blythebourne,20K105,"$10,353,757","$10,353,757",$0,100.00%,"$338,081","$2,900,492","$13,592,329","$13,592,329",$0,"$19,258,408",70.58%,"$5,666,078"
332000010112,P.S. 112 Lefferts Park,20K112,"$6,228,674","$6,228,674",$0,100.00%,"$338,081","$1,791,443","$8,358,198","$8,358,198",$0,"$11,862,054",70.46%,"$3,503,855"
332000010127,P.S. 127 McKinley Park,20K127,"$5,152,843","$5,152,843",$0,100.00%,"$338,081","$1,525,710","$7,016,634","$7,016,634",$0,"$10,713,605",65.49%,"$3,696,972"
332000010160,P.S. 160 William T. Sampson,20K160,"$9,728,173","$9,728,173",$0,100.00%,"$338,081","$2,772,479","$12,838,734","$12,838,734",$0,"$18,774,618",68.38%,"$5,935,885"
332000010163,P.S. 163 Bath Beach,20K163,"$5,591,950","$5,591,950",$0,100.00%,"$338,081","$1,601,969","$7,532,000","$7,532,000",$0,"$11,606,851",64.89%,"$4,074,852"
332000010164,P.S. 164 Caesar Rodney,20K164,"$4,332,506","$4,332,506",$0,100.00%,"$338,081","$1,298,376","$5,968,962","$5,968,962",$0,"$13,451,648",44.37%,"$7,482,686"
332000010170,Ralph A. Fabrizio School,20K170,"$8,156,826","$8,156,826",$0,100.00%,"$338,081","$2,285,045","$10,779,952","$10,779,952",$0,"$15,903,095",67.79%,"$5,123,143"
332000010176,P.S. 176 Ovington,20K176,"$9,892,890","$9,892,890",$0,100.00%,"$338,081","$2,432,590","$12,663,560","$12,663,560",$0,"$17,632,631",71.82%,"$4,969,071"
332000010179,P.S. 179 Kensington,20K179,"$5,721,401","$5,721,401",$0,100.00%,"$338,081","$1,702,532","$7,762,015","$7,762,015",$0,"$13,415,238",57.86%,"$5,653,223"
332000010180,The Seeall Academy,20K180,"$8,711,108","$8,711,108",$0,100.00%,"$338,081","$2,487,118","$11,536,308","$11,536,308",$0,"$17,403,333",66.29%,"$5,867,026"
332000010185,P.S. 185 Walter Kassenbrock,20K185,"$4,535,674","$4,535,674",$0,100.00%,"$338,081","$1,389,324","$6,263,079","$6,263,079",$0,"$9,122,773",68.65%,"$2,859,695"
332000010186,P.S. 186 Dr. Irving A Gladstone,20K186,"$8,757,201","$8,757,201",$0,100.00%,"$338,081","$2,445,922","$11,541,204","$11,541,204",$0,"$17,052,851",67.68%,"$5,511,646"
332000010187,The Christa McAuliffe School\I.S. 187,20K187,"$7,485,801","$7,485,801",$1,100.00%,"$338,081","$2,097,066","$9,920,948","$9,920,949",$1,"$13,905,345",71.35%,"$3,984,397"
332000010192,P.S. 192 - The Magnet School for Math and Science Inquiry,20K192,"$5,295,458","$5,295,458",$0,100.00%,"$338,081","$1,439,753","$7,073,293","$7,073,293",$0,"$12,301,259",57.50%,"$5,227,967"
332000010200,P.S. 200 Benson School,20K200,"$10,384,763","$10,384,763",$0,100.00%,"$338,081","$2,705,825","$13,428,669","$13,428,669",$0,"$19,076,063",70.40%,"$5,647,394"
332000010201,J.H.S. 201 The Dyker Heights,20K201,"$12,991,171","$12,991,171",$0,100.00%,"$338,081","$3,639,335","$16,968,587","$16,968,587",$0,"$22,456,889",75.56%,"$5,488,302"
332000010204,P.S. 204 Vince Lombardi,20K204,"$8,474,755","$8,474,755",$0,100.00%,"$338,081","$2,339,119","$11,151,955","$11,151,955",$0,"$16,466,741",67.72%,"$5,314,785"
332000010205,P.S. 205 Clarion,20K205,"$9,344,081","$9,344,081",$0,100.00%,"$338,081","$2,683,297","$12,365,458","$12,365,458",$0,"$20,916,911",59.12%,"$8,551,452"
332000010220,J.H.S. 220 John J. Pershing,20K220,"$12,316,132","$12,316,132",$0,100.00%,"$338,081","$3,466,206","$16,120,419","$16,120,419",$0,"$21,657,254",74.43%,"$5,536,835"
332000010223,J.H.S. 223 The Montauk,20K223,"$6,970,083","$6,970,083",$0,100.00%,"$338,081","$1,955,295","$9,263,459","$9,263,459",$0,"$13,284,389",69.73%,"$4,020,930"
332000010227,J.H.S. 227 Edward B. Shallow,20K227,"$13,474,774","$13,474,774",$0,100.00%,"$338,081","$3,704,786","$17,517,640","$17,517,640",$0,"$22,733,573",77.06%,"$5,215,932"
332000010229,P.S. 229 Dyker,20K229,"$9,343,759","$9,343,759",$0,100.00%,"$338,081","$2,617,553","$12,299,393","$12,299,393",$0,"$15,630,998",78.69%,"$3,331,605"
332000010247,P.S. 247 Brooklyn,20K247,"$7,157,340","$7,157,340",$0,100.00%,"$338,081","$1,938,948","$9,434,369","$9,434,369",$0,"$14,186,593",66.50%,"$4,752,224"
332000010259,J.H.S. 259 William McKinley,20K259,"$13,421,572","$13,421,572",$0,100.00%,"$338,081","$3,759,908","$17,519,561","$17,519,561",$0,"$23,699,308",73.92%,"$6,179,747"
332000010264,P.S. 264 Bay Ridge Elementary School for the Arts,20K264,"$2,934,753","$2,934,753",$0,100.00%,"$338,081","$973,889","$4,246,723","$4,246,723",$0,"$7,034,521",60.37%,"$2,787,798"
332000010310,The School for Future Leaders,20K310,"$4,373,420","$4,373,420",$0,100.00%,"$338,081","$1,238,166","$5,949,666","$5,949,666",$0,"$7,999,367",74.38%,"$2,049,701"
332000011445,New Utrecht High School,20K445,"$28,030,097","$28,030,097",$0,100.00%,"$338,081","$7,358,135","$35,726,313","$35,726,313",$0,"$45,895,010",77.84%,"$10,168,696"
332000011485,High School of Telecommunication Arts and Technology,20K485,"$11,282,817","$11,282,817",$0,100.00%,"$338,081","$2,907,582","$14,528,481","$14,528,481",$0,"$23,086,103",62.93%,"$8,557,623"
332000011490,Fort Hamilton High School,20K490,"$32,192,739","$32,192,739",$0,100.00%,"$338,081","$9,018,445","$41,549,265","$41,549,265",$0,"$53,357,127",77.87%,"$11,807,862"
332000010503,P.S. 503: The School of Discovery,20K503,"$7,000,143","$7,000,143",$0,100.00%,"$338,081","$1,961,014","$9,299,237","$9,299,237",$0,"$16,050,910",57.94%,"$6,751,672"
332000011505,Franklin Delano Roosevelt High School,20K505,"$29,822,555","$29,822,555",$0,100.00%,"$338,081","$7,469,059","$37,629,694","$37,629,694",$0,"$49,050,464",76.72%,"$11,420,770"
332000010506,P.S. 506: The School of Journalism & Technology,20K506,"$4,148,485","$4,148,485",$0,100.00%,"$338,081","$1,335,721","$5,822,287","$5,822,287",$0,"$11,071,412",52.59%,"$5,249,125"
332000011609,Urban Assembly School for Leadership and Empowerment,20K609,"$4,851,717","$4,851,717",$0,100.00%,"$338,081","$1,359,155","$6,548,953","$6,548,953",$0,"$8,985,915",72.88%,"$2,436,963"
332000010682,The Academy of Talented Scholars,20K682,"$2,650,271","$2,650,271",$0,100.00%,"$338,081","$589,417","$3,577,770","$3,577,770",$0,"$12,072,883",29.63%,"$8,495,114"
332000010686,Brooklyn School of Inquiry,20K686,"$3,189,103","$3,189,103",$0,100.00%,"$338,081","$912,828","$4,440,013","$4,440,013",$0,"$5,969,835",74.37%,"$1,529,823"
332000010748,P.S. 748 Brooklyn School for Global Scholars,20K748,"$3,720,132","$3,720,132",$0,100.00%,"$338,081","$1,042,154","$5,100,367","$5,100,367",$0,"$7,626,084",66.88%,"$2,525,717"
332000010936,MS 936 Arts Off 3rd,20K936,"$4,726,544","$4,726,544",$0,100.00%,"$338,081","$1,377,345","$6,441,971","$6,441,971",$0,"$7,622,967",84.51%,"$1,180,997"
332000010939,Sunset School of Cultural Learning,20K939,"$1,280,932","$1,280,932",$0,100.00%,"$338,081","$455,719","$2,074,733","$2,074,733",$0,"$2,932,985",70.74%,"$858,252"
332000010971,"School of Math, Science, and Healthy Living",20K971,"$2,049,661","$2,049,661",$0,100.00%,"$338,081","$623,935","$3,011,676","$3,011,676",$0,"$5,189,566",58.03%,"$2,177,890"
300000000020,Pre-K Center District 20,20KP20,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
332100010090,P.S. 90 Edna Cohen School,21K090,"$3,530,175","$3,530,175",$0,100.00%,"$338,081","$1,006,870","$4,875,127","$4,875,127",$0,"$9,808,610",49.70%,"$4,933,483"
332100010095,P.S. 095 The Gravesend,21K095,"$7,829,997","$7,829,997",$0,100.00%,"$338,081","$2,348,631","$10,516,709","$10,516,709",$0,"$15,398,135",68.30%,"$4,881,426"
332100010096,I.S. 096 Seth Low,21K096,"$8,692,111","$8,692,111",$0,100.00%,"$338,081","$2,301,590","$11,331,782","$11,331,782",$0,"$19,384,031",58.46%,"$8,052,249"
332100010097,P.S. 97 The Highlawn,21K097,"$6,758,830","$6,758,830",$0,100.00%,"$338,081","$2,010,890","$9,107,802","$9,107,802",$0,"$15,407,788",59.11%,"$6,299,986"
332100010098,I.S. 98 Bay Academy,21K098,"$12,139,968","$12,139,968",$0,100.00%,"$338,081","$2,747,592","$15,225,641","$15,225,641",$0,"$17,850,867",85.29%,"$2,625,226"
332100010099,P.S. 099 Isaac Asimov,21K099,"$6,553,132","$6,553,132",$0,100.00%,"$338,081","$1,835,789","$8,727,002","$8,727,002",$0,"$12,346,937",70.68%,"$3,619,935"
332100010100,P.S. 100 The Coney Island School,21K100,"$5,224,880","$5,224,880",$0,100.00%,"$338,081","$1,529,764","$7,092,725","$7,092,725",$0,"$10,896,915",65.09%,"$3,804,191"
332100010101,P.S. 101 The Verrazano,21K101,"$8,852,028","$8,852,028",$0,100.00%,"$338,081","$2,540,096","$11,730,206","$11,730,206",$0,"$17,765,634",66.03%,"$6,035,428"
