Part E - Locally Implemented Funding Formula,,,,,,,,,,,,,,
Are schools allocated a sizeable portion of their funding via a locally implemented formula?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
342800010072,Catherine & Count Basie Middle School 72,28Q072,"$3,209,177","$3,209,177",$0,100.00%,"$338,081","$916,882","$4,464,141","$4,464,141",$0,"$7,639,798",58.43%,"$3,175,658"
342800010080,PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication,28Q080,"$2,798,243","$2,798,243",$0,100.00%,"$338,081","$837,411","$3,973,735","$3,973,735",$0,"$8,100,989",49.05%,"$4,127,254"
342800010082,P.S. 082 Hammond,28Q082,"$5,329,722","$5,329,722",$0,100.00%,"$338,081","$1,455,754","$7,123,557","$7,123,557",$0,"$11,091,997",64.22%,"$3,968,440"
342800010086,P.S. Q086,28Q086,"$4,863,296","$4,863,296",$0,100.00%,"$338,081","$1,417,170","$6,618,546","$6,618,546",$0,"$11,170,725",59.25%,"$4,552,179"
342800010099,P.S. 099 Kew Gardens,28Q099,"$5,905,510","$5,905,510",$0,100.00%,"$338,081","$1,790,812","$8,034,403","$8,034,403",$0,"$11,808,285",68.04%,"$3,773,882"
342800010101,P.S. 101 School in the Gardens,28Q101,"$3,624,072","$3,624,072",$0,100.00%,"$338,081","$1,083,806","$5,045,959","$5,045,959",$0,"$8,534,545",59.12%,"$3,488,586"
342800010117,P.S. 117 J. Keld / Briarwood School,28Q117,"$5,894,875","$5,894,875",$0,100.00%,"$338,081","$1,767,653","$8,000,609","$8,000,609",$0,"$13,144,625",60.87%,"$5,144,016"
342800010121,P.S. 121 Queens,28Q121,"$5,707,495","$5,707,495",$0,100.00%,"$338,081","$1,468,484","$7,514,061","$7,514,061",$0,"$10,955,447",68.59%,"$3,441,386"
342800010139,P.S. 139 Rego Park,28Q139,"$5,025,448","$5,025,448",$0,100.00%,"$338,081","$1,469,040","$6,832,569","$6,832,569",$0,"$9,549,265",71.55%,"$2,716,696"
342800010140,P.S. 140 Edward K Ellington,28Q140,"$2,758,967","$2,758,967",$0,100.00%,"$338,081","$718,642","$3,815,690","$3,815,690",$0,"$6,754,139",56.49%,"$2,938,449"
342800010144,P.S. 144 Col Jeromus Remsen,28Q144,"$5,354,542","$5,354,542",$0,100.00%,"$338,081","$1,517,580","$7,210,203","$7,210,203",$0,"$12,123,347",59.47%,"$4,913,145"
342800010157,J.H.S. 157 Stephen A. Halsey,28Q157,"$13,861,092","$13,861,092",$0,100.00%,"$338,081","$3,523,316","$17,722,489","$17,722,489",$0,"$22,424,517",79.03%,"$4,702,029"
342800010160,P.S. 160 Walter Francis Bishop,28Q160,"$4,513,549","$4,513,549",$0,100.00%,"$338,081","$1,374,127","$6,225,756","$6,225,756",$0,"$10,667,671",58.36%,"$4,441,915"
342800010161,P.S. 161 Arthur Ashe School,28Q161,"$4,279,814","$4,279,814",$0,100.00%,"$338,081","$1,295,202","$5,913,097","$5,913,097",$0,"$9,934,716",59.52%,"$4,021,619"
342800011167,Metropolitan Expeditionary Learning School,28Q167,"$7,678,721","$7,678,721",$0,100.00%,"$338,081","$2,193,911","$10,210,712","$10,210,712",$0,"$12,603,690",81.01%,"$2,392,978"
342800010174,P.S. 174 William Sidney Mount,28Q174,"$4,456,671","$4,456,671",$0,100.00%,"$338,081","$1,400,315","$6,195,067","$6,195,067",$0,"$9,174,139",67.53%,"$2,979,072"
342800010175,P.S. 175 The Lynn Gross Discovery School,28Q175,"$4,807,692","$4,807,692",$0,100.00%,"$338,081","$1,391,665","$6,537,438","$6,537,438",$0,"$10,541,289",62.02%,"$4,003,851"
342800010182,P.S. 182 Samantha Smith,28Q182,"$6,058,959","$6,058,959",$0,100.00%,"$338,081","$1,812,058","$8,209,098","$8,209,098",$0,"$13,571,262",60.49%,"$5,362,164"
342800010190,J.H.S. 190 Russell Sage,28Q190,"$9,238,476","$9,238,476",$0,100.00%,"$338,081","$2,240,555","$11,817,112","$11,817,112",$0,"$14,479,280",81.61%,"$2,662,168"
342800010196,P.S. 196 Grand Central Parkway,28Q196,"$5,473,321","$5,473,321",$0,100.00%,"$338,081","$1,533,291","$7,344,693","$7,344,693",$0,"$12,086,052",60.77%,"$4,741,360"
342800010206,P.S. 206 The Horace Harding School,28Q206,"$3,763,800","$3,763,800",$0,100.00%,"$338,081","$1,173,397","$5,275,278","$5,275,278",$0,"$8,889,344",59.34%,"$3,614,067"
342800010217,J.H.S. 217 Robert A. Van Wyck,28Q217,"$13,419,563","$13,419,563",$0,100.00%,"$338,081","$3,638,224","$17,395,868","$17,395,868",$0,"$22,803,570",76.29%,"$5,407,702"
342800010220,P.S. 220 Edward Mandel,28Q220,"$4,485,410","$4,485,410",$0,100.00%,"$338,081","$1,290,108","$6,113,599","$6,113,599",$0,"$9,728,028",62.85%,"$3,614,429"
342800011284,York Early College Academy,28Q284,"$4,714,142","$4,714,142",$0,100.00%,"$338,081","$1,309,831","$6,362,054","$6,362,054",$0,"$7,644,514",83.22%,"$1,282,460"
342800010287,The Emerson School,28Q287,"$3,316,310","$3,316,310",$0,100.00%,"$338,081","$929,028","$4,583,419","$4,583,419",$0,"$6,292,720",72.84%,"$1,709,301"
342800010303,The Academy for Excellence through the Arts,28Q303,"$2,880,132","$2,880,132",$0,100.00%,"$338,081","$916,675","$4,134,888","$4,134,888",$0,"$6,257,897",66.07%,"$2,123,009"
342800011310,Queens Collegiate: A College Board School,28Q310,"$5,950,041","$5,950,041",$0,100.00%,"$338,081","$1,715,761","$8,003,883","$8,003,883",$0,"$9,695,888",82.55%,"$1,692,005"
342800010312,Jamaica Children's School,28Q312,"$1,930,514","$1,930,514",$0,100.00%,"$338,081","$626,994","$2,895,589","$2,895,589",$0,"$4,662,619",62.10%,"$1,767,030"
342800011325,Hillside Arts & Letters Academy,28Q325,"$3,687,250","$3,687,250",$0,100.00%,"$338,081","$1,032,943","$5,058,274","$5,058,274",$0,"$6,285,450",80.48%,"$1,227,175"
342800011328,High School for Community Leadership,28Q328,"$4,214,157","$4,214,157",$0,100.00%,"$338,081","$1,101,617","$5,653,855","$5,653,855",$0,"$6,478,122",87.28%,"$824,268"
342800010332,Redwood Middle School,28Q332,"$1,777,556","$1,777,556",$0,100.00%,"$338,081","$612,943","$2,728,581","$2,728,581",$0,"$4,012,662",68.00%,"$1,284,082"
342800011338,Queens Satellite High School for Opportunity,28Q338,"$1,084,458","$1,084,458",$0,100.00%,"$338,081","$379,690","$1,802,230","$1,802,230",$0,"$3,494,970",51.57%,"$1,692,740"
342800010349,The Queens School for Leadership and Excellence,28Q349,"$4,555,615","$4,555,615",$0,100.00%,"$338,081","$1,221,879","$6,115,575","$6,115,575",$0,"$8,118,685",75.33%,"$2,003,110"
342800011350,Jamaica Gateway to the Sciences,28Q350,"$4,969,413","$4,969,413",$0,100.00%,"$338,081","$1,302,934","$6,610,428","$6,610,428",$0,"$7,817,269",84.56%,"$1,206,841"
342800010354,The Jermaine L. Green STEM Institute of Queens,28Q354,"$3,407,843","$3,407,843",$0,100.00%,"$338,081","$990,064","$4,735,988","$4,735,988",$0,"$8,144,734",58.15%,"$3,408,745"
342800010358,M.S. 358,28Q358,"$3,237,577","$3,237,577",$0,100.00%,"$338,081","$944,676","$4,520,333","$4,520,333",$0,"$5,914,079",76.43%,"$1,393,746"
342800011440,Forest Hills High School,28Q440,"$31,327,709","$31,327,709",$0,100.00%,"$338,081","$8,163,612","$39,829,401","$39,829,401",$0,"$48,126,450",82.76%,"$8,297,049"
342800011505,Hillcrest High School,28Q505,"$21,311,162","$21,311,162",$0,100.00%,"$338,081","$5,982,441","$27,631,684","$27,631,684",$0,"$35,003,054",78.94%,"$7,371,370"
342800011620,Thomas A. Edison Career and Technical Education High School,28Q620,"$19,406,136","$19,406,136",$0,100.00%,"$338,081","$5,173,763","$24,917,979","$24,917,979",$0,"$29,818,182",83.57%,"$4,900,203"
342800011680,Queens Gateway to Health Sciences Secondary School,28Q680,"$5,890,223","$5,890,223",$0,100.00%,"$338,081","$1,553,992","$7,782,295","$7,782,295",$0,"$9,391,317",82.87%,"$1,609,021"
342800011686,Queens Metropolitan High School,28Q686,"$8,517,053","$8,517,053",$0,100.00%,"$338,081","$2,430,364","$11,285,499","$11,285,499",$0,"$13,580,822",83.10%,"$2,295,323"
342800011687,Queens High School for the Sciences at York College,28Q687,"$4,331,065","$4,124,215",$0,105.02%,"$338,081","$1,185,961","$5,855,108","$5,590,310",$0,"$6,417,144",91.24%,"$562,037"
342800011690,High School for Law Enforcement and Public Safety,28Q690,"$3,960,429","$3,960,429",$0,100.00%,"$338,081","$1,095,464","$5,393,974","$5,393,974",$0,"$7,285,460",74.04%,"$1,891,486"
342800011896,"Young Women's Leadership School, Queens",28Q896,"$4,491,661","$4,491,661",$0,100.00%,"$338,081","$1,275,108","$6,104,850","$6,104,850",$0,"$7,443,394",82.02%,"$1,338,544"
300000000028,Pre-K Center District 28,28QP28,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
342900010015,P.S. 015 Jackie Robinson,29Q015,"$2,405,002","$2,405,002",$0,100.00%,"$338,081","$777,351","$3,520,434","$3,520,434",$0,"$5,503,368",63.97%,"$1,982,934"
342900010033,P.S. 033 Edward M. Funk,29Q033,"$5,962,277","$5,962,277",$0,100.00%,"$338,081","$1,765,956","$8,066,314","$8,066,314",$0,"$12,544,698",64.30%,"$4,478,383"
342900010034,P.S. 034 John Harvard,29Q034,"$3,716,938","$3,716,938",$0,100.00%,"$338,081","$991,177","$5,046,196","$5,046,196",$0,"$8,145,470",61.95%,"$3,099,273"
342900010035,P.S. 035 Nathaniel Woodhull,29Q035,"$4,352,764","$4,352,764",$0,100.00%,"$338,081","$1,229,131","$5,919,976","$5,919,976",$0,"$9,586,441",61.75%,"$3,666,465"
342900010036,P.S. 036 Saint Albans School,29Q036,"$2,288,499","$2,288,499",$0,100.00%,"$338,081","$688,187","$3,314,767","$3,314,767",$0,"$6,337,047",52.31%,"$3,022,281"
342900010037,Cynthia Jenkins School,29Q037,"$2,178,851","$2,178,851",$0,100.00%,"$338,081","$759,651","$3,276,583","$3,276,583",$0,"$7,028,024",46.62%,"$3,751,441"
342900010038,P.S. 038 Rosedale,29Q038,"$1,978,476","$1,978,476",$0,100.00%,"$338,081","$635,888","$2,952,444","$2,952,444",$0,"$5,173,708",57.07%,"$2,221,264"
342900010052,P.S. 052 Queens,29Q052,"$2,034,797","$2,034,797",$0,100.00%,"$338,081","$690,072","$3,062,950","$3,062,950",$0,"$7,447,282",41.13%,"$4,384,332"
342900010059,I.S. 059 Springfield Gardens,29Q059,"$3,927,275","$3,927,275",$0,100.00%,"$338,081","$1,194,717","$5,460,073","$5,460,073",$0,"$7,825,762",69.77%,"$2,365,688"
342900010095,P.S. 095 Eastwood,29Q095,"$8,825,478","$8,825,478",$0,100.00%,"$338,081","$2,472,361","$11,635,921","$11,635,921",$0,"$18,163,243",64.06%,"$6,527,322"
342900010109,Jean Nuzzi Intermediate School,29Q109,"$8,771,327","$8,771,327",$0,100.00%,"$338,081","$2,495,573","$11,604,981","$11,604,981",$0,"$15,136,768",76.67%,"$3,531,787"
342900010116,P.S./I.S. 116 William C. Hughley,29Q116,"$6,347,817","$6,347,817",$0,100.00%,"$338,081","$1,774,854","$8,460,752","$8,460,752",$0,"$13,207,345",64.06%,"$4,746,593"
342900010118,P.S. 118 Lorraine Hansberry,29Q118,"$2,363,175","$2,363,175",$0,100.00%,"$338,081","$662,018","$3,363,273","$3,363,273",$0,"$7,037,840",47.79%,"$3,674,567"
342900010131,P.S. 131 Abigail Adams,29Q131,"$5,534,404","$5,534,404",$0,100.00%,"$338,081","$1,660,171","$7,532,656","$7,532,656",$0,"$11,065,354",68.07%,"$3,532,698"
342900010132,P.S. 132 Ralph Bunche,29Q132,"$2,345,574","$2,345,574",$0,100.00%,"$338,081","$731,043","$3,414,698","$3,414,698",$0,"$6,262,701",54.52%,"$2,848,004"
342900010134,P.S. 134 Hollis,29Q134,"$2,534,623","$2,534,623",$0,100.00%,"$338,081","$841,504","$3,714,208","$3,714,208",$0,"$7,191,901",51.64%,"$3,477,694"
342900010135,The Bellaire School,29Q135,"$5,686,672","$5,686,672",$0,100.00%,"$338,081","$1,678,416","$7,703,168","$7,703,168",$0,"$14,049,941",54.83%,"$6,346,773"
342900010136,P.S. 136 Roy Wilkins,29Q136,"$2,904,430","$2,904,430",$0,100.00%,"$338,081","$963,874","$4,206,385","$4,206,385",$0,"$7,728,116",54.43%,"$3,521,731"
342900010138,P.S./M.S. 138 Sunrise,29Q138,"$4,745,108","$4,745,108",$0,100.00%,"$338,081","$1,419,610","$6,502,799","$6,502,799",$0,"$10,658,807",61.01%,"$4,156,009"
342900010147,P.S./M.S. 147 Ronald McNair,29Q147,"$3,358,985","$3,358,985",$0,100.00%,"$338,081","$1,020,968","$4,718,033","$4,718,033",$0,"$8,310,103",56.77%,"$3,592,070"
342900010156,P.S. 156 Laurelton,29Q156,"$1,216,589","$1,216,589",$0,100.00%,"$338,081","$392,379","$1,947,050","$1,947,050",$0,"$4,549,133",42.80%,"$2,602,084"
342900010176,P.S. 176 Cambria Heights,29Q176,"$3,918,497","$3,918,497",$0,100.00%,"$338,081","$1,106,938","$5,363,516","$5,363,516",$0,"$8,153,986",65.78%,"$2,790,470"
342900010181,P.S. 181 Brookfield,29Q181,"$1,984,657","$1,984,657",$0,100.00%,"$338,081","$685,525","$3,008,263","$3,008,263",$0,"$8,350,155",36.03%,"$5,341,892"
342900010192,I.S. 192 The Linden,29Q192,"$3,668,810","$3,668,810",$0,100.00%,"$338,081","$1,027,777","$5,034,668","$5,034,668",$0,"$7,424,128",67.81%,"$2,389,460"
342900010195,P.S. 195 William Haberle,29Q195,"$2,409,547","$2,409,547",$0,100.00%,"$338,081","$738,972","$3,486,601","$3,486,601",$0,"$7,150,738",48.76%,"$3,664,137"
342900010208,P.S./I.S. 208,29Q208,"$5,123,147","$5,123,147",$0,100.00%,"$338,081","$1,467,740","$6,928,968","$6,928,968",$0,"$11,232,207",61.69%,"$4,303,239"
342900010238,I.S. 238 - Susan B. Anthony Academy,29Q238,"$9,521,469","$9,521,469",$0,100.00%,"$338,081","$2,667,336","$12,526,887","$12,526,887",$0,"$17,778,192",70.46%,"$5,251,306"
342900011243,Institute for Health Professions at Cambria Heights,29Q243,"$4,940,052","$4,940,052",$0,100.00%,"$338,081","$1,307,692","$6,585,825","$6,585,825",$0,"$7,921,268",83.14%,"$1,335,443"
342900011248,Queens Preparatory Academy,29Q248,"$2,308,463","$2,308,463",$0,100.00%,"$338,081","$646,696","$3,293,240","$3,293,240",$0,"$4,362,487",75.49%,"$1,069,247"
342900010251,P.S. 251 Queens,29Q251,"$1,951,635","$1,951,636",$1,100.00%,"$338,081","$704,052","$2,993,769","$2,993,769",$1,"$5,200,533",57.57%,"$2,206,764"
342900011259,Pathways College Preparatory School: A College Board School,29Q259,"$6,177,648","$6,177,648",$0,100.00%,"$338,081","$1,715,361","$8,231,090","$8,231,090",$0,"$10,924,073",75.35%,"$2,692,983"
342900011265,Excelsior Preparatory High School,29Q265,"$3,725,100","$3,725,100",$0,100.00%,"$338,081","$1,019,815","$5,082,996","$5,082,996",$0,"$6,267,254",81.10%,"$1,184,257"
342900010268,P.S./I.S. 268,29Q268,"$5,282,972","$5,282,972",$0,100.00%,"$338,081","$1,477,256","$7,098,310","$7,098,310",$0,"$10,057,511",70.58%,"$2,959,202"
342900010270,The Gordon Parks School,29Q270,"$5,447,558","$5,447,558",$0,100.00%,"$338,081","$1,531,660","$7,317,299","$7,317,299",$0,"$10,922,921",66.99%,"$3,605,622"
342900011272,George Washington Carver High School for the Sciences,29Q272,"$3,321,540","$3,321,540",$0,100.00%,"$338,081","$1,117,251","$4,776,873","$4,776,873",$0,"$6,915,834",69.07%,"$2,138,962"
342900011283,Preparatory Academy for Writers: A College Board School,29Q283,"$5,150,647","$5,150,647",$0,100.00%,"$338,081","$1,443,242","$6,931,970","$6,931,970",$0,"$8,660,779",80.04%,"$1,728,809"
342900010289,Queens United Middle School,29Q289,"$1,809,738","$1,809,738",$0,100.00%,"$338,081","$594,954","$2,742,773","$2,742,773",$0,"$3,952,237",69.40%,"$1,209,463"
342900010295,P.S./I.S. 295,29Q295,"$4,175,284","$4,175,284",$0,100.00%,"$338,081","$1,282,911","$5,796,276","$5,796,276",$0,"$8,869,430",65.35%,"$3,073,154"
342900011313,Benjamin Franklin High School for Finance & Information Technology,29Q313,"$4,011,776","$4,011,776",$0,100.00%,"$338,081","$1,119,061","$5,468,917","$5,468,917",$0,"$6,699,011",81.64%,"$1,230,094"
342900011326,Cambria Heights Academy,29Q326,"$3,321,786","$3,321,786",$0,100.00%,"$338,081","$931,759","$4,591,627","$4,591,627",$0,"$5,568,213",82.46%,"$976,586"
342900011327,Eagle Academy for Young Men III,29Q327,"$4,621,680","$4,621,680",$0,100.00%,"$338,081","$1,269,140","$6,228,900","$6,228,900",$0,"$8,494,091",73.33%,"$2,265,190"
342900010355,Collaborative Arts Middle School,29Q355,"$3,424,930","$3,424,930",$0,100.00%,"$338,081","$959,456","$4,722,467","$4,722,467",$0,"$6,456,353",73.14%,"$1,733,886"
342900010356,Community Voices Middle School,29Q356,"$3,355,389","$3,355,389",$0,100.00%,"$338,081","$1,022,757","$4,716,227","$4,716,227",$0,"$6,420,191",73.46%,"$1,703,964"
342900010360,P.S. 360,29Q360,"$1,968,325","$1,968,325",$0,100.00%,"$338,081","$641,452","$2,947,858","$2,947,858",$0,"$4,604,522",64.02%,"$1,656,664"
342900011492,"Mathematics, Science Research and Technology Magnet High School",29Q492,"$3,805,535","$3,805,535",$0,100.00%,"$338,081","$896,673","$5,040,289","$5,040,289",$0,"$6,916,799",72.87%,"$1,876,510"
342900011498,Humanities & Arts Magnet High School,29Q498,"$4,907,723","$4,907,723",$0,100.00%,"$338,081","$1,325,069","$6,570,873","$6,570,873",$0,"$8,318,509",78.99%,"$1,747,636"
300000000029,Pre-K Center District 29,29QP29,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
343000010002,P.S. 002 Alfred Zimberg,30Q002,"$4,437,737","$4,437,737",$0,100.00%,"$338,081","$1,252,941","$6,028,758","$6,028,758",$0,"$10,076,541",59.83%,"$4,047,783"
343000010010,I.S. 010 Horace Greeley,30Q010,"$7,677,133","$7,677,133",$0,100.00%,"$338,081","$2,144,285","$10,159,499","$10,159,499",$0,"$13,484,350",75.34%,"$3,324,851"
343000010011,P.S. 011 Kathryn Phelan,30Q011,"$6,043,402","$6,043,402",$0,100.00%,"$338,081","$1,870,581","$8,252,063","$8,252,063",$0,"$13,924,571",59.26%,"$5,672,508"
343000010017,P.S. 017 Henry David Thoreau,30Q017,"$4,036,113","$4,036,113",$0,100.00%,"$338,081","$1,130,673","$5,504,866","$5,504,866",$0,"$9,903,146",55.59%,"$4,398,280"
343000010069,P.S. 069 Jackson Heights,30Q069,"$6,214,985","$6,214,985",$0,100.00%,"$338,081","$1,779,738","$8,332,804","$8,332,804",$0,"$13,210,749",63.08%,"$4,877,945"
343000010070,P.S. 070,30Q070,"$5,998,127","$5,998,127",$0,100.00%,"$338,081","$1,785,813","$8,122,020","$8,122,020",$0,"$13,903,427",58.42%,"$5,781,406"
343000010076,P.S. 076 William Hallet,30Q076,"$2,875,366","$2,875,366",$0,100.00%,"$338,081","$940,157","$4,153,604","$4,153,604",$0,"$11,854,337",35.04%,"$7,700,732"
343000010078,P.S./I.S. 78Q,30Q078,"$5,105,803","$5,090,785",$0,100.29%,"$338,081","$1,529,149","$6,973,033","$6,953,809",$0,"$9,069,133",76.89%,"$2,096,099"
343000010084,P.S. 084 Steinway,30Q084,"$2,117,563","$2,117,563",$0,100.00%,"$338,081","$613,097","$3,068,741","$3,068,741",$0,"$5,769,165",53.19%,"$2,700,425"
343000010085,P.S. 085 Judge Charles Vallone,30Q085,"$4,163,339","$4,163,339",$0,100.00%,"$338,081","$1,179,709","$5,681,130","$5,681,130",$0,"$8,803,979",64.53%,"$3,122,850"
343000010092,P.S. 092 Harry T. Stewart Sr.,30Q092,"$6,466,894","$6,466,894",$0,100.00%,"$338,081","$1,811,630","$8,616,605","$8,616,605",$0,"$15,002,676",57.43%,"$6,386,071"
343000010111,P.S. 111 Jacob Blackwell,30Q111,"$2,473,231","$2,473,231",$0,100.00%,"$338,081","$734,254","$3,545,566","$3,545,566",$0,"$8,373,788",42.34%,"$4,828,222"
343000010112,P.S. 112 Dutch Kills,30Q112,"$3,163,579","$3,163,579",$0,100.00%,"$338,081","$947,811","$4,449,472","$4,449,472",$0,"$9,096,745",48.91%,"$4,647,273"
343000010122,P.S. 122 Mamie Fay,30Q122,"$8,204,489","$8,204,489",$0,100.00%,"$338,081","$2,298,399","$10,840,969","$10,840,969",$0,"$14,776,003",73.37%,"$3,935,033"
343000010126,Albert Shanker School for Visual and Performing Arts,30Q126,"$3,914,227","$3,914,227",$0,100.00%,"$338,081","$1,124,474","$5,376,783","$5,376,783",$0,"$8,079,052",66.55%,"$2,702,270"
343000010127,P.S. 127 Aerospace Science Magnet School,30Q127,"$9,395,462","$9,395,462",$0,100.00%,"$338,081","$2,810,472","$12,544,015","$12,544,015",$0,"$18,013,398",69.64%,"$5,469,383"
343000010141,I.S. 141 The Steinway,30Q141,"$9,753,615","$9,753,615",$0,100.00%,"$338,081","$2,742,546","$12,834,243","$12,834,243",$0,"$16,407,227",78.22%,"$3,572,985"
343000010145,I.S. 145 Joseph Pulitzer,30Q145,"$15,978,662","$15,978,662",$0,100.00%,"$338,081","$3,917,928","$20,234,672","$20,234,672",$0,"$24,797,455",81.60%,"$4,562,783"
343000010148,P.S. 148 Queens,30Q148,"$6,152,348","$6,152,348",$0,100.00%,"$338,081","$1,762,678","$8,253,106","$8,253,106",$0,"$14,639,908",56.37%,"$6,386,802"
343000010149,P.S. 149 Christa McAuliffe,30Q149,"$7,106,267","$7,106,267",$0,100.00%,"$338,081","$2,091,474","$9,535,822","$9,535,822",$0,"$14,546,012",65.56%,"$5,010,190"
343000010150,P.S. 150 Queens,30Q150,"$5,963,874","$5,963,874",$0,100.00%,"$338,081","$1,670,715","$7,972,670","$7,972,670",$0,"$12,437,014",64.10%,"$4,464,344"
343000010151,P.S. 151 Mary D. Carter,30Q151,"$2,275,092","$2,275,092",$0,100.00%,"$338,081","$725,016","$3,338,189","$3,338,189",$0,"$8,593,281",38.85%,"$5,255,092"
343000010152,P.S. 152 Gwendoline N. Alleyne School,30Q152,"$5,676,019","$5,676,019",$0,100.00%,"$338,081","$1,605,476","$7,619,576","$7,619,576",$0,"$12,748,402",59.77%,"$5,128,826"
343000010166,P.S. 166 Henry Gradstein,30Q166,"$5,524,527","$5,524,527",$0,100.00%,"$338,081","$1,640,806","$7,503,414","$7,503,414",$0,"$12,659,859",59.27%,"$5,156,445"
343000010171,P.S. 171 Peter G. Van Alst,30Q171,"$3,471,491","$3,471,491",$0,100.00%,"$338,081","$1,058,561","$4,868,132","$4,868,132",$0,"$9,165,980",53.11%,"$4,297,848"
343000010204,I.S. 204 Oliver W. Holmes,30Q204,"$4,104,120","$4,104,120",$0,100.00%,"$338,081","$1,128,582","$5,570,784","$5,570,784",$0,"$8,809,988",63.23%,"$3,239,204"
343000010212,P.S. 212,30Q212,"$5,299,852","$5,299,852",$0,100.00%,"$338,081","$1,524,957","$7,162,890","$7,162,890",$0,"$12,236,173",58.54%,"$5,073,283"
343000010222,P.S. Q222 - Fire Fighter Christopher A. Santora School,30Q222,"$1,764,011","$1,764,011",$0,100.00%,"$338,081","$557,092","$2,659,185","$2,659,185",$0,"$4,307,957",61.73%,"$1,648,772"
343000011227,I.S. 227 Louis Armstrong,30Q227,"$12,440,229","$12,440,229",$0,100.00%,"$338,081","$3,484,994","$16,263,304","$16,263,304",$0,"$21,537,267",75.51%,"$5,273,963"
343000010228,The Ivan Lafayette Early Childhood School of the Arts,30Q228,"$1,728,221","$1,728,221",$0,100.00%,"$338,081","$592,220","$2,658,522","$2,658,522",$0,"$5,721,782",46.46%,"$3,063,260"
343000010230,I.S. 230,30Q230,"$9,916,114","$9,916,114",$0,100.00%,"$338,081","$2,777,892","$13,032,087","$13,032,087",$0,"$16,933,964",76.96%,"$3,901,877"
343000010234,P.S. 234,30Q234,"$3,044,854","$3,044,854",$0,100.00%,"$338,081","$879,961","$4,262,896","$4,262,896",$0,"$8,491,058",50.20%,"$4,228,162"
343000010235,Academy for New Americans,30Q235,"$1,602,343","$1,602,343",$0,100.00%,"$338,081","$482,594","$2,423,019","$2,423,019",$0,"$3,094,577",78.30%,"$671,558"
343000011258,Energy Tech High School,30Q258,"$5,392,459","$5,392,459",$0,100.00%,"$338,081","$1,571,510","$7,302,051","$7,302,051",$0,"$8,813,085",82.85%,"$1,511,035"
343000010280,PS280Q: Home of the Lionhearts,30Q280,"$4,974,924","$4,974,924",$0,100.00%,"$338,081","$1,318,452","$6,631,456","$6,631,456",$0,"$8,588,227",77.22%,"$1,956,770"
343000011286,"Young Women's Leadership School, Astoria",30Q286,"$5,272,152","$5,272,152",$0,100.00%,"$338,081","$1,471,736","$7,081,969","$7,081,969",$0,"$8,614,890",82.21%,"$1,532,922"
343000010291,Hunters Point Community Middle School,30Q291,"$4,074,065","$4,074,065",$0,100.00%,"$338,081","$1,191,816","$5,603,961","$5,603,961",$0,"$7,000,177",80.05%,"$1,396,215"
343000010300,The 30th Avenue School (G&T Citywide),30Q300,"$3,071,483","$3,071,483",$0,100.00%,"$338,081","$868,938","$4,278,502","$4,278,502",$0,"$5,633,797",75.94%,"$1,355,295"
343000011301,Academy for Careers in Television and Film,30Q301,"$5,624,027","$5,624,027",$0,100.00%,"$338,081","$1,357,839","$7,319,947","$7,319,947",$0,"$11,205,639",65.32%,"$3,885,692"
343000010329,East Elmhurst Community School,30Q329,"$3,983,724","$3,983,724",$0,100.00%,"$338,081","$1,260,132","$5,581,937","$5,581,937",$0,"$7,432,636",75.10%,"$1,850,699"
343000010361,The Woodside Community School,30Q361,"$3,520,904","$3,520,904",$0,100.00%,"$338,081","$1,020,691","$4,879,676","$4,879,676",$0,"$7,187,031",67.90%,"$2,307,355"
343000010384,Hunters Point Elementary School,30Q384,"$2,383,775","$2,383,775",$0,100.00%,"$338,081","$676,125","$3,397,981","$3,397,981",$0,"$4,844,490",70.14%,"$1,446,509"
343000010398,The Hector Figueroa School,30Q398,"$1,906,269","$1,906,269",$0,100.00%,"$338,081","$605,170","$2,849,521","$2,849,521",$0,"$4,643,562",61.36%,"$1,794,042"
343000011417,Gotham Tech High School,30Q417,"$949,556","$949,556",$0,100.00%,"$338,081","$266,008","$1,553,644","$1,553,644",$0,"$1,769,691",87.79%,"$216,047"
343000011445,William Cullen Bryant High School,30Q445,"$18,348,052","$18,348,052",$0,100.00%,"$338,081","$4,468,896","$23,155,029","$23,155,029",$0,"$31,484,415",73.54%,"$8,329,386"
343000011450,Long Island City High School,30Q450,"$18,871,349","$18,871,349",$0,100.00%,"$338,081","$5,057,206","$24,266,636","$24,266,636",$0,"$33,375,325",72.71%,"$9,108,689"
